SINCE_DATE,UNITIL_DATE,SPOTIFY_URL,TYPE_URL
MAY,MAY,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN?si=5iQU1Kq1RNWZbZNNd-Yo6g,track
MAY,MAY,https://track.adform.net/C/?bn=41279147%0A,other
MAY,MAY,https://open.spotify.com/track/4ZUZ08cPAVeWBVBFjT61Gh,track
MAY,MAY,https://open.spotify.com/artist/2aqRkgdFPFcNyazZ9fPu4P?si=gAPmNZgxRbyUM2C2vQm4yg,artist
MAY,MAY,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k?si=qJu1NNszSPKd4aSLdXllIQ,track
MAY,MAY,https://open.spotify.com/track/1E1AWEHY1dE2yg29RcqtzK?si=7VPI1-TdTwyVBUYt-H2O2Q,track
MAY,MAY,https://open.spotify.com/track/7w05lsU2VLSeiT8Nukrv5M?si=w5n1dFfZQjW8z5gbC6rxCA,track
MAY,MAY,https://open.spotify.com/track/5LQtm0sJK8IgIlweuu4yD3?si=MUOs7-ueSw27DP5a6teXpA,track
MAY,MAY,https://open.spotify.com/track/4BHGqr56Et50PKBKCIzZKo?si=6yb2Z1NFRs2HtVtUmwsi4g,track
MAY,MAY,https://open.spotify.com/track/6dXCE7xIBAoGA7AQDZFttb?si=C5Y5lMw0Q5-UJC3yZPyC8g,track
MAY,MAY,https://open.spotify.com/playlist/1z61KhpaZbiZxWssiXVsnB?si=yPYFj8H7TLO8C2nU8mpXmQ,playlist
MAY,MAY,https://open.spotify.com/track/1kNVJQEkobOlyfbctPZ4fs?si=KVIeY5-ORKW57l466Lby1Q,track
MAY,MAY,https://open.spotify.com/track/1AK7PbzVU4B6ajzv6Qy6OX?si=Ai0oaMJ-QmG8nkfTngUwig,track
MAY,MAY,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr?si=Q7W3tMtxQYe8cFbham_hFA,track
MAY,MAY,https://open.spotify.com/track/5HwiEU21ducVPaE41sdVbt?si=O6oSwe8lQsKkKdP23s1B4A,track
MAY,MAY,https://open.spotify.com/track/19yzTNeo8q4g4pDuWZHb22?si=Z1ppanfoT0OQH2S-sqGbyw,track
MAY,MAY,https://open.spotify.com/track/5U0psLKLSA4JWIV4vL9kTh?si=2D4UfA_SSMa0lfZAJ22T7A,track
MAY,MAY,https://open.spotify.com/track/3JEjMeNnJyQSCg0GXyqdSp?si=GLBEM6e4SHW5jcYG08yDkw,track
MAY,MAY,https://open.spotify.com/track/7EncNzyGs8uJiQittB38ef?si=hPVVrOP3RuShrBygSV9rhg,track
MAY,MAY,https://open.spotify.com/track/4YDYIfO7IGFk7iB1BYBSRQ?si=3Xigx58qTuyvWqQcJQOwuQ,track
MAY,MAY,https://open.spotify.com/playlist/5olwQGB7mtmb0y29MyM80J?si=-fVZ1LzRQc-qOmMRnLJIcQ,playlist
MAY,MAY,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,track
MAY,MAY,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI?si=rimAisY_TFSM2AYTVLOJ3A,track
MAY,MAY,https://open.spotify.com/track/6o4nVtywF4F75RkOcDxrtd,track
MAY,MAY,https://open.spotify.com/track/3rEYQ1J83Gb6XqvAz6jwFJ?si=tRmxPbWtR7q1kqjU0hj9SQ,track
MAY,MAY,https://open.spotify.com/track/0KHhNlHN5lWn7q332PiPys?si=jqDaZrpRRB696va2Tvk5Ew,track
MAY,MAY,https://open.spotify.com/track/3ZKRAzNAsiJrBGUM2BX9av?si=KSP9NZ-VSEaLiFby_bu3qQ,track
MAY,MAY,https://open.spotify.com/track/3q8iHOd2icirSipnkE7fae,track
MAY,MAY,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k?si=sakrxn3ZRq6Dt4DSUQB6fw,track
MAY,MAY,https://open.spotify.com/track/2F1owUOMSicZwOuoiYLhEB?si=X24YKF6UQ6W_d-jhKu6HEQ,track
MAY,MAY,https://open.spotify.com/track/6sCSDp0N4T8RQqWbepEuog?si=-h_i97c3R3SFYwSCEk6Ynw,track
MAY,MAY,https://open.spotify.com/track/0BxCStBKNEeV8vXvWLOJXQ?si=f2lJMdvwTQGa9RcfNG8fJg,track
MAY,MAY,https://open.spotify.com/track/4KZApdRfiYapKwMHUX1D3f?si=fk5l3pFnQb6CqYMzKaY_gg,track
